age,breakdown_count,repair_cost,downtime_hours,risk_level
10,0,1210,77,High
20,4,9977,29,Medium
6,4,10483,16,Low
13,15,27112,55,High
9,0,19909,57,High
8,2,3645,79,High
16,5,10812,11,Low
15,6,22921,9,High
6,4,4743,46,Medium
14,12,13728,11,High
11,3,16145,52,High
15,7,10145,47,Medium
8,11,2091,21,High
4,1,7580,26,Medium
14,0,14612,62,High
2,5,13771,44,Medium
18,11,13151,26,High
17,9,29370,24,High
4,14,21829,60,High
13,4,22225,17,High
15,6,27793,61,High
17,5,10975,78,High
12,8,17053,63,High
7,12,24182,29,High
4,5,28618,24,High
18,5,2013,52,High
17,1,17693,20,Low
19,8,14240,57,High
3,8,10847,49,Medium
20,0,23379,67,High
15,15,12575,70,High
5,5,10395,10,Low
6,8,25189,8,High
19,8,21396,27,High
6,10,22627,31,High
12,11,18482,1,High
11,13,14829,14,High
6,11,22619,51,High
1,12,22873,9,High
13,2,17049,20,Low
12,6,5148,51,High
15,12,24015,27,High
14,14,4896,74,High
13,14,3911,54,High
11,15,28110,30,High
18,10,20949,3,High
19,15,3186,1,High
17,15,16082,12,High
11,2,7472,30,Medium
19,10,14279,22,Medium
14,2,11728,25,Low
6,4,5610,41,Medium
5,12,23007,3,High
7,9,12912,44,Medium
16,7,28995,12,High
9,3,17687,11,Low
13,8,14201,16,Medium
13,12,19832,50,High
20,2,19465,77,High
14,5,9763,62,High
2,2,7966,7,Low
12,1,28813,44,High
19,14,5923,10,High
5,1,10493,31,Medium
4,2,17815,13,Low
13,0,1816,62,High
8,4,23448,30,High
14,0,26919,48,High
19,6,24811,31,High
17,1,8625,57,High
13,10,10716,16,Medium
7,2,19792,62,High
15,4,13937,3,Low
18,10,21603,46,High
1,11,1519,31,High
18,10,6260,19,Medium
5,4,10819,38,Medium
7,1,1772,60,High
11,6,28597,60,High
15,13,6917,37,High
3,8,4553,9,Medium
5,15,1153,78,High
19,1,19419,5,Low
14,9,21295,39,High
15,2,991,1,Low
13,11,8728,11,High
11,15,13713,63,High
18,15,27959,4,High
10,7,16199,71,High
5,0,9484,8,Low
12,8,29076,63,High
15,15,4488,13,High
11,11,11027,36,High
14,6,6097,55,High
3,7,20798,9,High
17,14,29675,62,High
6,4,27640,54,High
8,13,19103,22,High
14,12,21875,33,High
13,6,10766,29,Medium
1,9,23748,54,High
9,5,22799,51,High
6,11,10468,28,High
9,9,789,41,Medium
7,11,19862,31,High
13,11,6582,46,High
20,1,20879,69,High
2,15,24454,80,High
9,10,4786,61,High
20,15,27080,5,High
18,10,15870,36,Medium
18,2,7422,41,Medium
16,14,17978,63,High
9,13,5807,10,High
17,10,8343,46,Medium
12,7,12586,61,High
8,1,28862,5,High
16,13,19950,1,High
11,6,1826,24,Medium
8,14,734,19,High
14,11,9716,78,High
11,14,3462,24,High
14,13,16791,78,High
4,10,3459,54,High
15,12,3273,29,High
2,4,17105,55,High
12,4,10232,74,High
20,11,27071,1,High
15,14,10260,2,High
2,9,6874,17,Medium
2,12,1260,73,High
3,1,1250,43,Medium
9,10,6265,10,Medium
20,11,17350,38,High
1,6,2352,71,High
4,11,7752,33,High
9,3,10031,11,Low
9,10,29718,41,High
10,7,3470,20,Medium
20,7,23503,37,High
15,9,20039,76,High
7,11,8555,70,High
7,13,755,42,High
8,11,9532,4,High
8,4,12516,5,Low
15,3,26201,56,High
20,2,20646,44,High
14,0,16970,8,Low
19,5,3848,42,Medium
13,10,27267,56,High
3,13,12418,12,High
4,15,6680,15,High
18,5,14297,45,Medium
13,2,14523,38,Medium
3,3,19269,70,High
6,4,20556,54,High
14,4,10334,54,High
12,14,8173,35,High
2,13,10981,70,High
20,9,26058,57,High
11,13,26183,35,High
8,10,13515,64,High
10,2,25461,35,High
16,7,27514,64,High
20,15,11809,42,High
1,2,29330,55,High
2,6,14640,35,Medium
12,14,21033,26,High
12,10,20955,32,High
8,1,13393,8,Low
10,8,28212,26,High
7,2,21113,61,High
1,14,22473,39,High
11,7,4782,66,High
20,0,7571,59,High
17,15,16490,80,High
10,6,19261,2,Medium
18,6,5737,42,Medium
4,3,13653,69,High
5,15,10137,60,High
4,5,21470,64,High
16,4,12415,77,High
5,15,19294,9,High
7,6,9578,48,Medium
1,1,14008,77,High
5,4,7032,19,Low
9,12,24940,3,High
8,11,26102,67,High
7,8,15891,80,High
11,15,14711,22,High
4,0,23612,43,High
2,12,16804,26,High
5,8,11922,7,Medium
11,14,18089,23,High
13,15,28125,68,High
16,15,20584,38,High
1,8,2482,47,Medium
19,14,3313,52,High
20,0,28204,59,High
6,10,26128,51,High
11,6,3747,37,Medium
16,0,1192,76,High
19,0,9939,11,Low
2,5,22260,49,High
18,8,9411,57,High
5,3,3323,34,Medium
1,6,12749,54,High
7,0,1433,53,High
6,10,21769,1,High
15,3,21169,3,High
18,12,25360,64,High
13,9,6592,25,Medium
10,2,3711,54,High
2,0,25894,21,High
15,15,11245,53,High
9,13,7080,19,High
14,14,19356,72,High
18,6,14554,50,Medium
20,3,25220,67,High
6,14,10430,52,High
12,5,14127,76,High
4,1,12450,71,High
17,11,13986,68,High
7,4,19168,56,High
7,5,24515,33,High
1,13,26188,68,High
4,5,24496,23,High
3,1,8217,80,High
10,4,4395,35,Medium
14,6,8018,49,Medium
9,15,27206,37,High
5,4,17181,9,Low
2,14,4269,12,High
5,4,19855,21,Low
8,4,5684,16,Low
20,8,24844,19,High
3,1,14888,25,Low
6,3,9543,75,High
19,4,1776,66,High
20,1,4759,11,Low
1,0,18611,17,Low
12,11,26772,68,High
6,15,29927,39,High
8,14,4232,30,High
14,6,5520,56,High
4,8,26294,18,High
14,6,24589,51,High
8,12,28332,18,High
7,2,27180,37,High
13,14,5985,10,High
9,3,928,3,Low
7,3,21962,26,High
1,1,24684,40,High
2,12,18286,54,High
2,6,10214,57,High
5,10,6078,14,Medium
14,11,7071,65,High
18,9,29577,42,High
12,0,7173,79,High
2,11,11441,14,High
6,13,12855,25,High
17,14,10890,7,High
3,4,6184,30,Medium
7,11,17947,13,High
2,8,15699,15,Medium
16,6,21287,27,High
12,7,1058,4,Medium
7,10,1729,53,High
14,14,4630,1,High
7,12,14941,25,High
6,4,16957,45,Medium
18,7,9420,49,Medium
8,4,25068,67,High
8,2,16375,57,High
4,13,11995,42,High
12,13,8154,34,High
16,6,6352,54,High
15,15,10291,28,High
11,7,2803,26,Medium
17,7,5198,26,Medium
14,4,19689,52,High
7,4,4029,45,Medium
3,15,28731,43,High
3,14,10815,50,High
9,0,14986,8,Low
15,8,16840,72,High
7,8,8847,77,High
10,6,25294,44,High
13,12,10706,59,High
17,12,15307,15,High
16,6,7150,72,High
4,10,28891,18,High
16,4,22957,23,High
8,9,20851,46,High
13,12,21420,20,High
15,4,16046,51,High
6,2,13676,26,Medium
3,6,8934,60,High
17,15,13367,21,High
15,15,6615,35,High
1,12,8704,4,High
7,2,4911,60,High
4,8,6053,44,Medium
17,15,4056,37,High
20,9,24789,20,High
13,8,6698,4,Medium
18,13,19280,36,High
14,0,26145,63,High
12,0,5132,25,Low
4,12,16743,27,High
7,2,4599,13,Low
10,12,21524,32,High
7,4,590,78,High
16,12,9734,74,High
3,13,6801,59,High
2,4,3772,14,Low
13,10,16263,54,High
7,4,29101,76,High
6,9,7421,43,Medium
17,6,766,76,High
17,4,12444,28,Medium
6,2,6207,66,High
8,15,22831,62,High
15,7,14681,8,Medium
18,15,18063,38,High
9,14,6886,48,High
4,8,25087,54,High
16,10,7053,52,High
2,12,7358,72,High
12,2,2061,26,Medium
4,2,23979,74,High
20,10,8381,42,Medium
9,3,12844,36,Medium
2,8,4161,40,Medium
16,13,27074,46,High
8,4,4616,17,Low
7,0,636,52,High
20,14,11491,58,High
2,11,20844,11,High
3,13,20874,5,High
5,3,17448,42,Medium
20,5,20503,64,High
3,12,3363,76,High
11,5,18617,8,Low
20,12,10665,59,High
7,6,1826,48,Medium
7,13,20564,64,High
12,8,29057,80,High
5,6,5024,46,Medium
12,1,13220,36,Medium
10,12,25520,71,High
17,2,22665,69,High
16,10,14972,19,Medium
12,9,19320,24,Medium
7,14,20141,60,High
2,11,20295,80,High
16,12,16773,57,High
13,5,29249,33,High
20,14,2743,61,High
17,11,16361,24,High
10,4,15099,71,High
4,5,8292,18,Low
5,4,10564,49,Medium
16,9,945,66,High
16,7,9024,42,Medium
10,7,7215,7,Medium
9,10,24613,11,High
5,15,19510,8,High
11,13,26976,24,High
9,11,1614,9,High
19,6,21777,56,High
16,3,27683,54,High
5,3,16077,76,High
20,1,29999,6,High
3,11,19123,38,High
2,7,9081,9,Medium
7,7,14172,51,High
16,12,7457,45,High
9,12,28568,30,High
15,9,16274,52,High
18,8,21074,39,High
6,12,19916,8,High
10,5,19808,48,Medium
16,0,20983,50,High
17,6,3212,23,Medium
19,7,25750,62,High
6,1,14788,80,High
12,7,20089,19,High
17,7,26225,1,High
8,12,25846,58,High
4,8,14158,73,High
13,0,28993,36,High
1,6,22987,27,High
5,0,16237,15,Low
8,2,11717,63,High
10,14,1703,55,High
13,2,29572,26,High
19,14,20241,36,High
3,14,2625,50,High
16,12,3000,54,High
8,12,1772,11,High
8,2,4148,20,Low
16,10,27338,49,High
6,4,6035,32,Medium
19,13,29671,66,High
10,12,14277,53,High
3,12,21515,20,High
16,13,18979,31,High
9,13,19539,67,High
7,3,28365,12,High
11,5,19592,79,High
18,10,18910,48,Medium
1,15,4489,62,High
8,11,12687,6,High
10,6,10983,8,Medium
14,5,28283,23,High
12,4,19894,72,High
5,9,28473,30,High
9,12,19109,9,High
7,5,4033,56,High
11,11,14435,28,High
15,9,28507,70,High
20,14,28462,46,High
8,0,26466,19,High
18,1,10596,63,High
15,5,28220,26,High
5,7,25298,20,High
3,3,1533,63,High
2,10,11087,52,High
4,2,17652,30,Medium
3,14,13974,27,High
3,12,12214,29,High
10,11,6807,32,High
19,3,12542,48,Medium
15,5,9860,46,Medium
2,6,25515,34,High
9,0,5306,15,Low
18,6,6072,66,High
7,12,22769,64,High
5,8,1087,32,Medium
15,12,19832,18,High
19,5,28311,67,High
8,6,20698,55,High
16,9,24399,71,High
4,15,1399,22,High
20,12,28812,60,High
6,2,7781,10,Low
14,14,10903,49,High
1,11,4800,58,High
4,1,15344,41,Medium
1,3,18905,30,Medium
8,6,6187,10,Medium
16,6,26605,44,High
7,4,24635,28,High
7,14,14311,55,High
7,13,17704,48,High
18,8,646,59,High
16,12,24423,29,High
15,7,18388,74,High
15,0,17130,23,Low
8,12,18307,51,High
14,1,27547,28,High
18,5,24472,51,High
5,0,6020,13,Low
9,8,20335,36,High
9,6,11606,64,High
17,3,29488,31,High
2,9,23436,71,High
8,5,16703,43,Medium
10,4,11442,34,Medium
12,6,13354,49,Medium
13,11,19420,21,High
6,12,12446,11,High
9,4,20845,38,High
11,13,7225,1,High
2,5,8551,67,High
7,9,6234,74,High
11,15,10635,48,High
15,11,29187,44,High
11,14,6316,11,High
9,1,18205,17,Low
4,15,16398,11,High
19,1,10459,45,Medium
18,12,11052,18,High
2,9,18832,79,High
4,4,27854,4,High
3,11,20295,74,High
12,13,12627,29,High
19,10,19595,41,Medium
5,1,10344,23,Low
7,3,24988,38,High
15,11,25452,45,High
17,0,12118,33,Medium
12,3,27709,27,High
14,9,17635,57,High
19,7,23174,22,High
11,5,1049,79,High
15,7,16952,46,Medium
13,1,24699,29,High
10,8,771,36,Medium
8,12,11844,25,High
20,12,29666,4,High
12,9,6806,75,High
4,0,24497,53,High
5,3,18998,49,Medium
8,0,12085,8,Low
12,11,19163,75,High
12,3,1430,7,Low
9,7,10046,20,Medium
18,8,8932,23,Medium
17,13,11937,75,High
4,11,10498,14,High
6,2,23476,22,High
16,14,25627,50,High
19,1,8150,44,Medium
20,4,2404,14,Low
1,5,24391,47,High
5,2,8254,16,Low
1,10,9747,5,Medium
6,8,8776,41,Medium
12,3,25997,40,High
16,1,2194,54,High
12,8,17958,76,High
1,6,10072,78,High
18,14,26069,31,High
3,9,29320,19,High
8,9,8974,13,Medium
17,8,16740,31,Medium
12,3,7135,5,Low
20,0,4600,62,High
12,15,2736,59,High
9,14,2580,52,High
4,11,18956,79,High
5,5,8992,48,Medium
2,4,29891,64,High
19,15,22324,37,High
8,1,1466,52,High
9,4,11326,1,Low
1,13,15640,24,High
5,14,29314,15,High
18,5,12194,66,High
2,9,9718,28,Medium
1,11,5062,39,High
20,15,5786,50,High
17,8,25205,15,High
8,13,26129,46,High
10,12,25824,31,High
9,3,2245,41,Medium
13,2,7050,41,Medium
6,2,11336,48,Medium
4,2,22560,12,High
13,11,29323,60,High
13,11,9470,19,High
12,14,14960,10,High
12,0,29823,26,High
3,1,10260,63,High
19,13,26415,9,High
19,9,3806,67,High
14,6,14064,39,Medium
2,8,8274,74,High
15,11,27786,9,High
2,6,6683,60,High
4,7,15513,9,Medium
16,12,17185,28,High
10,12,19333,9,High
10,8,23464,41,High
17,8,22593,56,High
2,2,23738,16,High
3,4,5302,14,Low
10,9,4076,13,Medium
6,5,23541,37,High
19,14,25655,21,High
18,9,17928,10,Medium
5,0,2091,52,High
7,0,18407,59,High
1,6,11239,52,High
8,4,12986,73,High
8,2,27453,60,High
10,8,26520,13,High
2,14,19066,57,High
12,6,8168,14,Medium
3,10,14044,58,High
13,12,23535,19,High
1,1,22110,73,High
17,7,14704,69,High
8,0,3837,36,Medium
8,13,13533,55,High
14,1,28106,76,High
10,6,26561,51,High
16,13,9952,41,High
13,14,16825,49,High
5,4,18951,64,High
13,7,24598,75,High
2,0,983,51,High
10,12,16429,4,High
14,6,16600,39,Medium
17,0,25048,72,High
6,9,6569,12,Medium
3,13,20298,47,High
3,13,19716,19,High
20,12,18547,23,High
20,9,24512,53,High
1,6,20246,19,High
18,14,24376,3,High
3,4,7824,60,High
6,0,23653,21,High
6,3,29993,17,High
8,6,15552,39,Medium
2,12,19212,45,High
12,9,3465,33,Medium
4,15,18337,33,High
11,14,3747,56,High
10,3,1305,2,Low
14,1,17254,29,Medium
10,4,15427,8,Low
6,8,23609,71,High
7,6,18410,47,Medium
2,0,11827,48,Medium
10,7,13062,24,Medium
9,7,18639,72,High
15,14,1434,20,High
17,14,26912,52,High
1,8,16963,56,High
16,13,11435,49,High
10,6,27052,21,High
15,3,12656,61,High
3,9,19907,73,High
5,4,2771,32,Medium
15,8,11987,11,Medium
1,6,5541,67,High
16,6,13573,50,Medium
15,10,26681,45,High
4,12,10103,54,High
19,9,5574,19,Medium
19,15,9967,35,High
16,1,12658,39,Medium
12,6,26052,41,High
11,12,25068,36,High
9,14,4982,43,High
12,13,1145,72,High
1,5,27758,17,High
10,10,536,23,Medium
8,12,15013,54,High
18,5,20618,27,High
3,7,14279,63,High
1,6,24857,62,High
1,11,4841,12,High
10,11,6937,24,High
5,9,5718,8,Medium
16,13,5426,33,High
3,9,27065,35,High
17,1,3540,73,High
14,3,8482,12,Low
5,3,15902,53,High
17,5,4747,51,High
2,5,8425,28,Medium
7,2,10050,76,High
2,6,23253,1,High
15,12,12529,60,High
18,4,11327,51,High
1,2,29765,29,High
17,8,6282,9,Medium
8,3,9646,1,Low
7,13,7494,8,High
1,13,9124,47,High
20,5,3372,66,High
4,4,2145,62,High
20,8,22063,69,High
19,4,12796,31,Medium
2,4,17331,59,High
17,13,25303,27,High
14,0,1563,14,Low
18,4,18446,47,Medium
12,1,12880,9,Low
20,6,3866,33,Medium
5,4,28645,41,High
13,11,1506,43,High
9,0,2363,41,Medium
17,12,21795,47,High
11,2,21880,48,High
9,10,18213,68,High
12,15,1175,36,High
11,4,14762,37,Medium
18,9,25378,7,High
17,14,26345,47,High
3,4,7708,74,High
12,14,7701,70,High
10,11,6700,32,High
6,12,4956,69,High
7,7,2067,20,Medium
14,2,9881,14,Low
15,11,8163,70,High
10,10,2989,58,High
8,1,23498,80,High
12,5,17917,75,High
2,9,12603,14,Medium
3,5,22991,23,High
8,0,27360,23,High
10,5,3417,44,Medium
18,10,9320,40,Medium
5,15,24269,40,High
10,2,3068,32,Medium
2,11,20823,63,High
8,12,14231,63,High
18,10,19979,19,Medium
1,14,12801,73,High
15,5,15751,64,High
4,13,5349,36,High
18,13,15260,71,High
1,10,1270,5,Medium
17,1,20794,74,High
16,7,20652,42,High
10,6,12722,77,High
4,7,7040,26,Medium
15,14,26705,13,High
8,13,1559,76,High
11,6,4845,27,Medium
3,6,22234,78,High
19,9,11644,39,Medium
5,3,28644,53,High
5,7,8684,17,Medium
1,15,18457,74,High
8,12,10595,40,High
19,10,3548,39,Medium
4,3,21366,56,High
12,15,29910,60,High
19,1,21011,21,High
15,15,13581,7,High
2,4,18629,30,Medium
4,15,11908,76,High
5,1,7032,49,Medium
5,4,14938,62,High
6,8,27925,5,High
17,6,8840,37,Medium
13,1,21114,2,High
19,5,23610,49,High
1,0,22279,70,High
6,8,4316,61,High
13,15,13131,17,High
7,12,21356,25,High
4,7,13267,30,Medium
9,6,25015,73,High
18,3,8722,37,Medium
2,6,25598,63,High
2,14,21176,52,High
13,7,6297,79,High
18,8,18042,72,High
18,14,17932,2,High
10,9,18130,1,Medium
4,8,11436,76,High
13,1,6712,21,Low
8,2,6705,14,Low
16,4,9113,23,Low
2,15,5430,32,High
16,15,18196,78,High
3,8,8767,9,Medium
9,13,20986,35,High
20,7,18736,58,High
1,2,7132,34,Medium
7,10,10262,73,High
8,10,1409,27,Medium
20,4,22170,63,High
6,11,29032,76,High
15,5,14705,25,Low
9,10,29198,23,High
13,8,14569,16,Medium
13,1,5643,11,Low
7,6,11816,11,Medium
12,1,10437,50,Medium
18,6,7455,54,High
6,10,29823,63,High
6,4,27247,70,High
20,6,12439,53,High
15,10,5528,57,High
10,11,23701,40,High
4,0,24668,69,High
9,4,25712,70,High
15,8,22625,5,High
8,9,2355,44,Medium
17,10,14149,24,Medium
5,8,13493,35,Medium
6,13,21671,29,High
14,1,29786,79,High
5,13,24624,49,High
19,9,28158,55,High
12,9,28986,52,High
17,7,25839,71,High
20,7,10204,6,Medium
9,12,11508,25,High
12,8,7589,41,Medium
1,15,24209,64,High
9,3,16000,37,Medium
3,1,14267,65,High
18,15,6550,16,High
16,0,20193,33,High
6,7,20844,70,High
20,14,29050,14,High
3,10,18728,66,High
3,5,10426,45,Medium
9,15,25334,8,High
3,7,10670,53,High
12,7,8695,60,High
18,1,9992,43,Medium
3,8,27638,2,High
15,12,21463,55,High
2,1,25816,7,High
8,3,22976,25,High
6,7,6988,60,High
16,13,16827,3,High
17,5,17031,71,High
13,15,2063,65,High
19,5,23793,49,High
13,11,16023,43,High
18,2,10520,20,Low
12,14,29588,66,High
15,15,23587,33,High
18,1,4375,7,Low
15,1,28118,34,High
19,9,19352,14,Medium
13,7,6135,39,Medium
14,10,29802,58,High
4,7,20832,44,High
19,3,6470,9,Low
10,1,5913,70,High
15,7,2672,61,High
6,8,17776,42,Medium
7,7,29360,35,High
17,3,25570,10,High
17,7,13002,55,High
11,2,28354,69,High
14,3,26840,51,High
3,11,29278,36,High
5,2,26254,43,High
4,9,15360,52,High
1,1,14695,64,High
6,5,22053,73,High
9,14,7266,40,High
10,4,18546,29,Medium
14,0,10902,73,High
12,3,6258,62,High
10,15,20941,50,High
13,1,20075,15,High
18,1,15645,42,Medium
4,6,7119,48,Medium
13,4,3940,70,High
11,0,4150,31,Medium
16,10,23489,16,High
13,11,21946,37,High
19,14,27005,30,High
15,2,1073,69,High
5,4,19831,19,Low
13,10,18970,48,Medium
13,5,11548,56,High
13,6,29498,6,High
12,7,10206,23,Medium
3,9,20737,54,High
18,14,5677,63,High
9,4,4973,75,High
17,13,5914,8,High
18,14,12274,64,High
6,2,7261,47,Medium
15,11,3619,67,High
9,12,27607,68,High
9,4,17327,79,High
13,13,29216,33,High
9,7,29587,73,High
2,2,17950,5,Low
20,3,23791,24,High
9,11,17329,8,High
1,1,21586,79,High
19,5,14163,68,High
5,9,10360,65,High
8,15,24546,53,High
19,15,1284,78,High
9,9,1389,37,Medium
18,0,26187,80,High
13,1,10587,36,Medium
5,13,678,62,High
5,4,26131,26,High
8,15,13066,10,High
10,5,15986,55,High
16,12,3281,24,High
10,10,26890,38,High
8,14,23887,20,High
16,5,15607,4,Low
1,11,20221,29,High
13,3,14211,49,Medium
11,2,24575,23,High
13,11,11039,48,High
16,7,21232,75,High
10,2,8383,78,High
13,3,27264,10,High
7,4,7040,50,Medium
14,4,11676,53,High
10,9,10752,58,High
9,13,24011,47,High
14,6,26094,50,High
2,1,20182,12,High
18,9,27787,5,High
14,0,27368,16,High
11,15,21458,20,High
3,1,2319,74,High
14,0,2962,54,High
1,11,12111,31,High
18,5,14760,6,Low
4,5,16486,71,High
12,2,23504,17,High
10,6,17315,34,Medium
1,7,22258,46,High
12,8,20110,37,High
18,13,11687,1,High
17,0,20838,19,High
20,9,9846,30,Medium
17,7,2947,53,High
20,15,27075,63,High
12,15,2763,14,High
14,3,20833,26,High
14,6,9948,66,High
20,9,13632,1,Medium
13,7,25021,1,High
17,15,24614,60,High
9,11,11653,46,High
12,13,11555,74,High
19,8,9048,16,Medium
4,5,28959,62,High
18,3,2418,57,High
20,9,10036,76,High
16,5,28850,63,High
12,1,17949,35,Medium
17,13,2743,38,High
8,10,4180,75,High
13,7,22111,56,High
17,0,22891,23,High
16,11,1701,75,High
15,2,26863,32,High
3,12,29470,72,High
4,2,13718,23,Low
7,14,14289,74,High
16,1,24991,24,High
14,3,8989,32,Medium
3,7,17968,19,Medium
12,3,22852,23,High
4,10,18344,67,High
3,6,21000,12,High
3,6,26533,47,High
14,11,15948,5,High
5,13,20722,19,High
10,2,16026,28,Medium
20,5,7888,25,Low
12,7,19808,69,High
7,6,13986,34,Medium
4,3,7331,31,Medium
11,1,24228,26,High
16,5,9132,65,High
3,1,21674,28,High
15,15,3906,76,High
18,4,10081,60,High
6,13,16878,22,High
10,3,2571,32,Medium
14,3,9066,40,Medium
4,8,21045,49,High
17,0,15289,50,Medium
2,4,14675,80,High
13,13,1587,30,High
16,15,7233,2,High
7,4,17376,65,High
4,0,17421,40,Medium
4,4,11183,5,Low
7,5,18123,79,High
13,4,15444,49,Medium
19,6,29966,66,High
1,3,6177,30,Medium
2,6,28632,11,High
16,11,9476,71,High
9,6,22055,48,High
11,12,29389,7,High
16,10,14464,47,Medium
15,0,25414,63,High
4,9,28621,67,High
10,14,17640,20,High
10,11,16155,80,High
8,4,23710,30,High
4,3,1974,10,Low
4,14,15410,32,High
2,15,1810,3,High
19,13,13231,14,High
3,5,20929,32,High
12,14,6086,62,High
7,1,11670,80,High
16,4,7517,38,Medium
6,4,18217,21,Low
17,15,15691,58,High
11,14,20037,75,High
10,10,13163,25,Medium
19,1,10421,21,Low
16,5,24657,54,High
17,9,14604,36,Medium
5,11,29336,38,High
2,3,15861,40,Medium
3,5,16510,46,Medium
10,3,18136,47,Medium
4,6,6441,55,High
10,14,25201,36,High
11,3,15444,10,Low
12,0,16344,74,High
2,4,20868,70,High
14,0,707,65,High
8,6,22975,48,High
17,14,10258,19,High
1,8,5448,39,Medium
2,3,23224,4,High
20,2,27808,62,High
3,10,20614,77,High
14,6,3539,9,Medium
10,12,4474,64,High
19,14,18749,12,High
10,5,24098,40,High
8,6,4843,50,Medium
8,4,28040,62,High
5,8,3241,21,Medium
19,1,23783,3,High
4,8,18406,63,High
16,4,22985,64,High
18,5,27666,45,High
19,13,5824,1,High
8,6,16652,50,Medium
4,12,17402,32,High
14,3,19368,71,High
16,6,13762,50,Medium
1,8,25494,10,High
15,5,28326,61,High
18,6,22803,65,High
3,6,18344,63,High
19,0,18664,28,Medium
15,7,19890,9,Medium
16,0,26127,30,High
10,1,28791,26,High
4,0,9481,23,Low
11,8,16209,21,Medium
8,14,2793,40,High
16,13,10581,80,High
8,12,9916,56,High
5,2,16818,11,Low
17,9,26055,48,High
7,1,6443,53,High
18,9,17503,75,High
3,7,3992,64,High
4,4,24029,20,High
18,2,28079,21,High
1,10,2486,49,Medium
12,9,15825,63,High
2,12,4566,74,High
2,1,17318,71,High
4,12,15785,31,High
17,3,6619,37,Medium
8,14,6608,53,High
14,13,4366,30,High
4,2,7850,46,Medium
15,10,28418,37,High
16,5,7699,8,Low
1,0,1331,65,High
9,10,1319,39,Medium
4,12,18194,39,High
1,5,23429,15,High
1,9,21707,41,High
4,0,2105,19,Low
12,5,19996,27,Medium
6,0,23477,27,High
19,10,27096,5,High
11,3,21299,23,High
2,6,15127,15,Medium
15,2,16509,37,Medium
11,15,22277,75,High
2,13,15996,6,High
8,2,23027,27,High
14,2,16787,40,Medium
18,4,2258,9,Low
18,9,15489,54,High
3,3,9700,6,Low
4,10,6825,14,Medium
10,9,2277,12,Medium
1,8,27204,7,High
8,4,15169,71,High
6,9,19376,74,High
6,5,7948,40,Medium
18,4,14825,10,Low
2,2,27109,3,High
1,5,10633,36,Medium
12,3,11769,80,High
16,4,11706,36,Medium
4,2,20393,15,High
1,8,29522,42,High
4,5,6666,1,Low
12,15,28881,22,High
20,1,13878,63,High
15,10,20542,5,High
15,2,614,70,High
3,6,23353,58,High
8,4,6372,38,Medium
13,3,29865,3,High
19,3,962,42,Medium
3,2,22691,19,High
10,11,22367,13,High
5,6,29451,51,High
12,6,24382,30,High
20,3,25711,16,High
16,14,16976,26,High
7,4,1446,61,High
20,8,23192,34,High
3,10,2244,44,Medium
8,4,25361,42,High
14,6,12542,3,Medium
8,2,10774,6,Low
16,0,11320,48,Medium
2,11,25626,20,High
11,2,15675,18,Low
6,8,10795,58,High
10,2,9709,52,High
9,5,18165,4,Low
19,1,7417,37,Medium
18,12,15386,48,High
3,7,27236,13,High
19,3,16626,80,High
6,14,5323,38,High
6,0,17933,33,Medium
14,5,24824,32,High
16,10,5845,28,Medium
7,14,23754,58,High
2,12,16936,20,High
20,10,5659,24,Medium
12,7,10151,38,Medium
10,15,22214,57,High
14,12,4548,30,High
11,10,17870,37,Medium
6,2,11790,15,Low
11,15,10397,31,High
9,10,4021,79,High
6,2,17409,25,Low
18,12,23327,14,High
8,5,27253,72,High
5,8,16161,48,Medium
5,10,26085,67,High
6,8,8219,64,High
13,12,2609,46,High
16,10,29234,38,High
14,9,1186,61,High
20,2,28602,56,High
3,6,4882,28,Medium
16,4,22462,80,High
7,8,29631,44,High
4,2,16089,19,Low
7,11,16039,56,High
12,7,6900,30,Medium
9,12,13892,4,High
2,11,8893,70,High
2,3,4642,63,High
7,9,13140,80,High
9,15,21538,60,High
15,3,1695,79,High
18,9,8555,1,Medium
20,8,28784,70,High
19,2,14929,15,Low
4,12,7881,28,High
5,8,5812,22,Medium
2,4,23098,62,High
16,11,17632,39,High
17,9,6769,14,Medium
11,1,24414,56,High
10,10,12776,7,Medium
5,4,12628,24,Low
7,9,9463,40,Medium
8,12,27417,55,High
15,2,1883,10,Low
18,14,5623,38,High
20,13,7951,80,High
20,14,2065,5,High
7,8,19638,12,Medium
7,1,23553,24,High
10,1,15073,61,High
12,7,22229,58,High
6,10,29186,33,High
15,15,6191,55,High
15,10,21751,12,High
16,1,28253,8,High
4,2,23706,10,High
2,12,20211,75,High
14,10,29577,45,High
16,5,15485,63,High
19,5,11150,68,High
20,1,11504,64,High
20,10,20514,10,High
1,12,10227,21,High
19,1,3900,32,Medium
10,14,14001,72,High
20,1,17732,7,Low
11,3,6664,72,High
9,11,7160,47,High
5,13,14145,48,High
5,8,27749,73,High
14,2,28134,62,High
9,6,27076,50,High
20,13,5391,34,High
11,3,11252,10,Low
4,10,22570,14,High
1,11,22757,10,High
16,8,13701,11,Medium
14,14,22359,80,High
3,14,20176,38,High
18,13,17753,51,High
16,15,4250,52,High
13,3,21561,69,High
9,8,9549,38,Medium
12,1,16063,2,Low
12,3,22360,78,High
4,9,19020,38,Medium
12,8,21142,9,High
8,8,3508,71,High
2,10,19941,70,High
